,ActualContent,codes
305,*INDIA’S CHENNAI PETROLEUM CORP TO RAISE FUNDS VIA 1-MONTH CP AT 4.86% COUPON - DEALERS,"['REUTERS','DBT','MMT','IN','CORPD']"
306,*INDIA’S HERO FINCORP TO RAISE FUNDS VIA MARCH-END CP AT 5.30% COUPON - DEALERS,"['REUTERS','DBT','MMT','IN','CORPD']"
307,*FOREIGN INVESTORS BOUGHT NET $50.31 MLN OF INDIAN SHARES ON JAN 1,"['REUTERS','FRX','MMT','IN','STX','STK']"
308,*INDIA’S HERO FINCORP TO RAISE FUNDS VIA MARCH-END CP AT 5.30% COUPON - DEALERS,"['REUTERS','DBT','MMT','IN','CORPD']"
309,*INDIA’S CHENNAI PETROLEUM CORP TO RAISE FUNDS VIA 1-MONTH CP AT 4.86% COUPON - DEALERS,"['REUTERS','DBT','MMT','IN','CORPD']"
310,*INDIA RUPEE AT 71.37 TO DOLLAR AGAINST 71.22 PREVIOUS CLOSE,"['REUTERS','FRX','DBT','MMT','IN']"
311,*INDIA RUPEE POSTS BIGGEST SINGLE SESSION FALL AGAINST DOLLAR SINCE DEC 16,"['REUTERS','FRX','DBT','MMT','IN']"
312,*INDIA RUPEE AT 71.37 TO DOLLAR AGAINST 71.22 PREVIOUS CLOSE,"['REUTERS','FRX','DBT','MMT','IN']"
313,*INDIA RUPEE POSTS BIGGEST SINGLE-SESSION FALL AGAINST DOLLAR SINCE DEC 16,"['REUTERS','FRX','DBT','MMT','IN']"
314,*INDIA’S BENCHMARK BOND ENDS AT INR99.59 VS INR99.60 PREVIOUS CLOSE,"['REUTERS','FRX','DBT','MMT','IN','GVD']"
315,*INDIA’S BENCHMARK BOND YIELD ENDS AT 6.51% VS 6.50% PREVIOUS CLOSE,"['REUTERS','FRX','DBT','MMT','IN','GVD']"
316,*INDIA’S BENCHMARK BOND ENDS AT INR99.59 VS INR99.60 PREVIOUS CLOSE,"['REUTERS','FRX','DBT','MMT','IN','GVD']"
317,*INDIA’S BENCHMARK BOND YIELD ENDS AT 6.51% VS 6.50% PREVIOUS CLOSE,"['REUTERS','FRX','DBT','MMT','IN','GVD']"
318,*INDIA’S AXIS FINANCE TO RAISE FUNDS VIA 3-MONTH CP AT 5.85% COUPON - DEALERS,"['REUTERS','DBT','MMT','IN','CORPD']"
319,*INDIA’S AXIS FINANCE TO RAISE FUNDS VIA 3-MONTH CP AT 5.85% COUPON - DEALERS,"['REUTERS','DBT','MMT','IN','CORPD']"
320,*INDIA'S BLUE STAR TO RAISE FUNDS VIA INTRA-MONTH CP AT 5.10% COUPON - DEALERS,"['REUTERS','DBT','MMT','IN','CORPD']"
321,*INDIA'S BLUE STAR TO RAISE FUNDS VIA INTRA-MONTH CP AT 5.10% COUPON - DEALERS,"['REUTERS','DBT','MMT','IN','CORPD']"
322,*FOREIGN INVESTORS BOUGHT NET PRELIM INR6.89 BLN OF INDIA SHARES TODAY - BSE,"['REUTERS','FRX','DBT','MMT','IN','STK','STX']"
323,*TOTAL TRADED VOLUME IN INDIA GOVT BONDS AT INR340.32 BLN TODAY VS INR417.35 BLN YESTERDAY - CCIL,"['REUTERS','GVD','DBT','MMT','IN']"
324,*STATE-RUN BANKS BOUGHT NET INR19.97 BLN OF INDIA GOVT BONDS TODAY - CCIL,"['REUTERS','GVD','DBT','MMT','IN']"
325,*FOREIGN BANKS SOLD NET INR21.89 BLN OF INDIA GOVT BONDS TODAY - CCIL,"['REUTERS','GVD','DBT','MMT','IN']"
326,*TEST FLASH FROM DEBASIS,"['REUTERS','ECON','POL','IN','GVD']"
327,*TEST FLASH FROM DEBASIS,"['REUTERS','ECON','POL','IN','GVD','PLCY']"
328,*SINGAPORE’S IFAST SAYS IT HAS APPLIED FOR DIGITAL WHOLESALE BANK LICENCE,"['SG','SEA','NIKKEI','NR/ERN','BANK','BISV','BSVC','AIY.SI']"
329,*SINGAPORE’S IFAST SAYS PARTNERS IN DIGITAL BANK APPLICATION ARE CHINA’S YILLION AND HANDE GROUPS,['NIKKEI']
330,*SINGAPORE’S IFAST SAYS IT HAS APPLIED FOR DIGITAL WHOLESALE BANK LICENCE,"['SG','SEA','NIKKEI','NR/ERN','BANK','BISV','BSVC','AIY.SI','NR/ASIA']"
331,*SINGAPORE’S IFAST SAYS PARTNERS IN DIGITAL BANK APPLICATION ARE CHINA’S YILLION AND HANDE GROUPS,"['NIKKEI','SG','BANK','BISV','AIY.SI','CN','NR/ASIA']"
332,*MALAYSIA KLCI OPENS 0.2% HIGHER AT 1606.31,"['NR/SMC','NR/STK','SEA','MY','NIKKEI']"
333,*MALAYSIA KLCI OPENS 0.2% HIGHER AT 1606.31,"['NR/SMC','NR/STK','SEA','MY','NIKKEI','NR/ASIA']"
334,"*MALAYSIA'S PETRONAS DAGANGAN RISES 2% TO MYR23.42, TOP PERCENTAGE GAINER IN KLCI","['NR/SMC','NR/STK','SEA','MY','NIKKEI']"
335,"*MALAYSIA'S PETRONAS DAGANGAN RISES 2% TO MYR23.42, TOP PERCENTAGE GAINER IN KLCI","['NR/SMC','NR/STK','SEA','MY','NIKKEI','NR/ASIA']"
336,"*AIA GROUP ADVANCES 3%, TENCENT CLIMBS 1.5%, PING AN ADVANCES 1.1% IN EARLY HONG KONG TRADING","['700.HK','1299.HK','NIKKEI','CN','HK','2318.HK']"
337,"*AIA GROUP ADVANCES 3%, TENCENT CLIMBS 1.5%, PING AN ADVANCES 1.1% IN EARLY HONG KONG TRADING","['700.HK','1299.HK','NIKKEI','CN','HK','2318.HK','NR/ASIA']"
338,"*EVERGRANDE RISES 0.9%, AOYUAN GAINS 0.6%, R&F PROPERTIES ADDS 1.6% AFTER DECEMBER SALES DATA","['3883.HK','3333.HK','NIKKEI','CN','HK','2777.HK']"
339,"*EVERGRANDE RISES 0.9%, AOYUAN GAINS 0.6%, R&F PROPERTIES ADDS 1.6% AFTER DECEMBER SALES DATA","['3883.HK','3333.HK','NIKKEI','CN','HK','2777.HK','NR/ASIA']"
340,*YICHANG HEC CHANGJIANG PHARMA RISES 2.6% AFTER SAYING OCT-DEC REVENUE EXPECTED TO MORE THAN DOUBLE,"['1558.HK','NIKKEI','CN','HK']"
341,*YICHANG HEC CHANGJIANG PHARMA RISES 2.6% AFTER SAYING OCT-DEC REVENUE EXPECTED TO MORE THAN DOUBLE,"['1558.HK','NIKKEI','CN','HK','NR/ASIA']"
342,*WULING MOTORS DROPS 3.4% AFTER DISCLOSING PLAN TO RAISE HK$205 MLN VIA RIGHTS ISSUE,"['305.HK','NIKKEI','CN','HK']"
343,*WULING MOTORS DROPS 3.4% AFTER DISCLOSING PLAN TO RAISE HK$205 MLN VIA RIGHTS ISSUE,"['305.HK','NIKKEI','CN','HK','NR/ASIA']"
344,"*RONSHINE CHINA RISES 0.5%, MODERN LAND GAINS 0.8%, REDCO CLIMBS 1.7% AFTER DEC SALES DATA","['1107.HK','3301.HK','NIKKEI','CN','HK','1622.HK']"
345,"*RONSHINE CHINA RISES 0.5%, MODERN LAND GAINS 0.8%, REDCO CLIMBS 1.7% AFTER DEC SALES DATA","['1107.HK','3301.HK','NIKKEI','CN','HK','1622.HK','NR/ASIA']"
346,*FOREIGN INVESTORS SOLD NET $262.44 MLN OF INDIA DEBT ON JAN 2,"['REUTERS','DBT','MMT','IN','CORPD','GVD']"
347,*FOREIGN INVESTORS SOLD NET $263 MLN OF INDIA DEBT IN JANUARY,"['REUTERS','FRX','DBT','MMT','IN','CORPD','GVD']"
348,*FOREIGN INVESTORS SOLD NET $262.44 MLN OF INDIA DEBT ON JAN 2,"['REUTERS','DBT','MMT','IN','CORPD','GVD']"
349,*FOREIGN INVESTORS SOLD NET $263 MLN OF INDIA DEBT IN JANUARY,"['REUTERS','FRX','DBT','MMT','IN','CORPD','GVD']"
350,*INDIA RUPEE AT 71.49 TO DOLLAR AGAINST 71.37 PREVIOUS CLOSE,"['REUTERS','FRX','DBT','MMT','IN']"
351,*INDIA RUPEE FALLS TO LOWEST SINCE DEC 5,"['REUTERS','FRX','DBT','MMT','IN']"
352,*INDIA BENCHMARK BOND OPENS AT INR99.69 VS INR99.59 PREVIOUS CLOSE,"['REUTERS','GVD','DBT','MMT','IN']"
353,*INDIA BENCHMARK BOND YIELD OPENS AT 6.49% VS 6.51% PREVIOUS CLOSE,"['REUTERS','DBT','MMT','IN','GVD']"
354,*MALAYSIA NOVEMBER EXPORTS FALL 5.5% YEAR-ON-YEAR,"['SEA','TRD','MY','ECON','NIKKEI','NR/ASIA']"
355,*MALAYSIA NOVEMBER IMPORTS FALL 3.6% YEAR-ON-YEAR,"['SEA','TRD','MY','ECON','NIKKEI','NR/ASIA']"
356,*MALAYSIA NOVEMBER TRADE SURPLUS NARROWS 23.1% ON-YEAR TO MYR6.5 BLN,"['SEA','TRD','MY','ECON','NIKKEI','NR/ASIA']"
357,"*MALAYSIA NOVEMBER EXPORTS OF ELECTRONICS, ELECTRICAL GOODS FALL 11.6% YEAR-ON-YEAR","['SEA','TRD','MY','ECON','NIKKEI','NR/ASIA']"
358,*INDIA RBI LIKELY TO SET 0.09 PAISE AS UNDERWRITING FEE CUTOFF FOR 6.17% 2021 BOND - POLL             ,"['REUTERS','DBT','MMT','IN','GVD','APOLL']"
359,*INDIA RBI LIKELY TO SET 0.09 PAISE AS UNDERWRITING FEE CUTOFF FOR 7.27% 2026 BOND - POLL,"['REUTERS','DBT','MMT','IN','GVD','APOLL']"
360,*INDIA RBI LIKELY TO SET 0.10 PAISE AS UNDERWRITING FEE CUTOFF FOR 6.45% 2029 BOND - POLL,"['REUTERS','DBT','MMT','IN','GVD','APOLL']"
361,*INDIA RBI LIKELY TO SET 0.45 PAISE AS UNDERWRITING FEE CUTOFF FOR 7.62% 2039 BOND - POLL,"['REUTERS','DBT','MMT','IN','GVD','APOLL']"
362,*INDIA RBI LIKELY TO SET 0.60 PAISE AS UNDERWRITING FEE CUTOFF FOR 7.63% 2059 BOND - POLL,"['REUTERS','DBT','MMT','IN','GVD','APOLL']"
363,*INDIA RBI LIKELY TO SET 0.09 PAISE AS UNDERWRITING FEE CUTOFF FOR 6.17% 2021 BOND - POLL,"['REUTERS','DBT','MMT','IN','GVD','APOLL']"
364,*INDIA RBI LIKELY TO SET 0.09 PAISE AS UNDERWRITING FEE CUTOFF FOR 7.27% 2026 BOND - POLL,"['REUTERS','DBT','MMT','IN','GVD','APOLL']"
365,*INDIA RBI LIKELY TO SET 0.10 PAISE AS UNDERWRITING FEE CUTOFF FOR 6.45% 2029 BOND - POLL,"['REUTERS','DBT','MMT','IN','GVD','APOLL']"
366,*INDIA RBI LIKELY TO SET 0.60 PAISE AS UNDERWRITING FEE CUTOFF FOR 7.63% 2059 BOND - POLL,"['REUTERS','DBT','MMT','IN','GVD','APOLL']"
367,*INDIA RBI LIKELY TO SET 0.45 PAISE AS UNDERWRITING FEE CUTOFF FOR 7.62% 2039 BOND - POLL,"['REUTERS','DBT','MMT','IN','GVD','APOLL']"
368,"*SEMBCORP INDUSTRIES BUYS VEOLIA ES SINGAPORE, PUBLIC CLEANING BUSINESS OF VEOLIA ES SINGAPORE INDUSTRIAL FOR S$28 MLN","['SEA','SG','NIKKEI','U96.SI','NR/ASIA']"
369,*INDIA'S HINDUJA LEYLAND FINANCE TO RAISE FUNDS VIA 2-MONTH CP AT 7.00% COUPON - DEALERS,"['IN','DBT','MMT','CORPD','REUTERS']"
370,*INDIA’S SBI CARDS & PAYMENT SERVICES TO RAISE FUNDS VIA MARCH-END CP AT 5.30% COUPON - DEALERS,"['IN','DBT','MMT','CORPD','REUTERS']"
371,*INDIA’S ICICI HOME FINANCE TO RAISE FUNDS VIA 2-MONTH CP AT 5.15% COUPON - DEALERS,"['IN','DBT','MMT','CORPD','REUTERS']"
372,*INDIA'S PFC SETS 7.04% COUPON ON 3-YEAR AND 3-MONTH BONDS - DEALERS,"['IN','DBT','MMT','CORPD','REUTERS']"
373,*INDIA FIN MIN OFFICIAL: NEXT ROADSHOW FOR CONCOR STAKE SALE LIKELY IN CANADA ON JAN 8-9,"['REUTERS','FRX','DBT','MMT','IN','ECON']"
374,*INDIA OFFICIAL: ROADSHOW FOR CONCOR STAKE SALE LIKELY IN SINGAPORE ON JAN 13-14,"['REUTERS','FRX','DBT','MMT','IN','ECON']"
375,"*INDIA FIN MIN OFFICIAL: EXPECT TO RAISE ABOUT INR150 BLN VIA OFFER FOR SALES, BUYBACKS THIS FY","['REUTERS','FRX','DBT','MMT','IN','POL','ECON','PLCY']"
376,"*INDIA OFFICIAL: EXPECT NEEPCO, THDC DISINVESTMENTS TO FETCH INR160 BLN THIS FY","['REUTERS','FRX','DBT','MMT','IN','POL','ECON','PLCY']"
377,*MALAYSIA'S VIVOCOM INTL HOLDINGS SEES SHARES WORTH MYR12.62 MLN SOLD OFF-MARKET,"['ISLF','COEN','SEA','MY','NIKKEI','0069.KL']"
378,*MALAYSIA'S VIVOCOM INTL HOLDINGS SEES SHARES WORTH MYR12.62 MLN SOLD OFF-MARKET,"['ISLF','COEN','SEA','MY','NIKKEI','0069.KL','NR/ASIA']"
379,*OCBC: MALAYSIA’S NOVEMBER EXPORTS BORE TRADE WAR IMPACTS,"['ECON','SEA','MY','NIKKEI','RCH']"
380,*OCBC: SHOOTING CHANCE FOR MALAYSIA'S EXPORTS TO GROW AT OVERALL RATE OF 4%-5% THIS YEAR,"['ECON','SEA','MY','NIKKEI','RCH']"
381,*OCBC: EXPORTS GROWTH  MAY BUY BANK NEGARA MALAYSIA A BIT MORE TIME TO ASSESS SITUATION,"['ECON','SEA','MY','NIKKEI','RCH']"
382,*OCBC: MALAYSIA’S NOVEMBER EXPORTS CARRIED TRADE WAR IMPACTS,"['ECON','SEA','MY','NIKKEI','RCH','NR/ASIA']"
383,*OCBC: 'SHOOTING CHANCE' FOR MALAYSIA'S EXPORTS TO GROW AT OVERALL RATE OF 4%-5% THIS YEAR,"['ECON','SEA','MY','NIKKEI','RCH','NR/ASIA']"
384,*OCBC: EXPORTS GROWTH MAY BUY BANK NEGARA MALAYSIA A BIT MORE TIME TO ASSESS SITUATION,"['ECON','SEA','MY','NIKKEI','RCH','NR/ASIA']"
385,*MALAYSIA'S TADMAX TO PROCEED WITH DEVELOPMENT OF COMBINED-CYCLE GAS TURBINE POWER PLANT,"['ISLF','ISER','SEA','MY','NIKKEI','WOOD','4022.KL']"
386,*MALAYSIA'S TADMAX TO PROCEED WITH DEVELOPMENT OF COMBINED-CYCLE GAS TURBINE POWER PLANT,"['ISLF','ISER','SEA','MY','NIKKEI','WOOD','4022.KL','NR/ASIA']"
387,*MALAYSIA'S TADMAX: POWER PLANT TAKES 3 YEARS TO CONSTRUCT,"['ISLF','ISER','SEA','MY','NIKKEI','WOOD','4022.KL']"
388,"*MALAYSIA'S TADMAX: SCHEDULE COMMERCIAL FOR POWER PLANT ON JAN 1, 2024","['ISLF','ISER','SEA','MY','NIKKEI','WOOD','4022.KL']"
389,*MALAYSIA'S TADMAX: POWER PLANT TO TAKE 3 YEARS TO CONSTRUCT,"['ISLF','ISER','SEA','MY','NIKKEI','WOOD','4022.KL','NR/ASIA']"
390,"*MALAYSIA'S TADMAX: SCHEDULE COMMERCIAL START FOR POWER PLANT ON JAN 1, 2024","['ISLF','ISER','SEA','MY','NIKKEI','WOOD','4022.KL','NR/ASIA']"
391,*INDIA'S HDFC TO RAISE FUNDS VIA 5-YEAR BONDS AT 7.50% COUPON - DEALERS,"['REUTERS','DBT','MMT','IN','CORPD']"
392,*MALAYSIA'S KLCI ENDS 0.6% HIGHER AT 1611.38,"['SEA','MY','NIKKEI','NR/STK']"
393,"*MALAYSIA'S DIGI.COM ENDS 2.7% HIGHER AT MYR4.60, TOP PERCENTAGE GAINER ON KLCI","['WLES','NR/STK','SEA','MY','NIKKEI','ISLF','6947.KL']"
394,*MALAYSIA'S KLCI ENDS 0.6% HIGHER AT 1611.38,"['SEA','MY','NIKKEI','NR/STK','NR/ASIA']"
395,"*MALAYSIA'S DIGI.COM ENDS 2.7% HIGHER AT MYR4.60, TOP PERCENTAGE GAINER ON KLCI","['WLES','NR/STK','SEA','MY','NIKKEI','ISLF','6947.KL','NR/ASIA']"
396,*INDIA'S LARSEN & TOUBRO TO RAISE FUNDS VIA MARCH-END CP AT 5.09% COUPON - DEALERS,"['REUTERS','DBT','MMT','IN','CORPD']"
397,*MALAYSIA'S DOLPHIN INTERNATIONAL SEES SHARES WORTH MYR5.91 MLN SOLD OFF-MARKET,"['5265.KL','ISLF','SEA','MY','NIKKEI','INDM']"
398,*SINGAPORE'S KIM HENG OFFSHORE & MARINE: UNIT ISSUES CONDITIONAL OPTION TO SELL PROPERTY FOR S$18.50 MLN ,"['NIKKEI','SG','SEA','5G2.SI','REAL','OILG','NR/ASIA']"
399,*MALAYSIA'S DOLPHIN INTERNATIONAL SEES SHARES WORTH MYR5.91 MLN SOLD OFF-MARKET,"['5265.KL','ISLF','SEA','MY','NIKKEI','INDM','NR/ASIA']"
400,*SINGAPORE'S ISOTEAM GETS 12 PROJECTS WORTH S$20 MLN IN FIRST WEEK OF 2020,"['NIKKEI','SG','SEA','5WF.SI','COEN','HOME','HBLD','NR/ASIA']"
401,*TAN CHONG INTERNATIONAL EXPECTS FY NET PROFIT TO RECORD 'MATERIAL DECREASE' FROM HK$600.90 MLN YEAR AGO,"['CN','HK','NIKKEI','AUTO','NR/ERN','693.HK']"
402,*TAN CHONG INTERNATIONAL EXPECTS FY NET PROFIT TO RECORD 'MATERIAL DECREASE' FROM HK$600.90 MLN YEAR AGO,"['CN','HK','NIKKEI','AUTO','NR/ERN','693.HK','NR/ASIA']"
403,*CHINA ENERGY ENGINEERING CORP UNIT GETS EPC CONTRACT WORTH $287.5 MLN FOR PHOTOVOLTAIC POWER STATION IN EGYPT,"['COEN','ENER','CN','HK','NIKKEI','3996.HK']"
404,*CHINA ENERGY ENGINEERING CORP UNIT GETS EPC CONTRACT WORTH $287.5 MLN FOR PHOTOVOLTAIC POWER STATION IN EGYPT,"['COEN','ENER','CN','HK','NIKKEI','3996.HK','NR/ASIA']"
405,*MALAYSIA FGV HOLDINGS' NON-WHOLLY OWNED UNIT SIGNS INITIAL PACT WITH JOHOR PORT,"['POIL','ISLF','SEA','MY','NIKKEI','PORT','5222.KL','2194.KL']"
406,*MALAYSIA FGV HOLDINGS' NON-WHOLLY OWNED UNIT SIGNS INITIAL PACT WITH JOHOR PORT,"['POIL','ISLF','SEA','MY','NIKKEI','PORT','5222.KL','2194.KL','NR/ASIA']"
407,*FGV: PACT TO EXPLORE POTENTIAL EQUITY PARTICIPATION UP TO 25% IN DRY BULK TERMINAL IN PAKISTAN,"['POIL','ISLF','SEA','MY','NIKKEI','PORT','5222.KL','2194.KL','PK']"
408,*FGV: PACT TO EXPLORE POTENTIAL EQUITY PARTICIPATION UP TO 25% IN DRY BULK TERMINAL IN PAKISTAN,"['POIL','ISLF','SEA','MY','NIKKEI','PORT','5222.KL','2194.KL','PK','NR/ASIA']"
409,*MALAYSIA'S HOMERITZ CORPORATION 1Q NET PROFIT MYR8.08 MLN VS MYR5.13 MLN YEAR AGO,"['ISLF','SEA','MY','NIKKEI','NR/ERN','5160.KL','SOFA']"
410,*MALAYSIA'S HOMERITZ CORPORATION 1Q REVENUE MYR41.47 MLN VS MYR36.10 MLN YEAR AGO,"['ISLF','SEA','MY','NIKKEI','NR/ERN','5160.KL','SOFA']"
411,*MALAYSIA'S HOMERITZ CORPORATION 1Q NET PROFIT MYR8.08 MLN VS MYR5.13 MLN YEAR AGO,"['ISLF','SEA','MY','NIKKEI','NR/ERN','5160.KL','SOFA','NR/ASIA']"
412,*MALAYSIA'S HOMERITZ CORPORATION 1Q REVENUE MYR41.47 MLN VS MYR36.10 MLN YEAR AGO,"['ISLF','SEA','MY','NIKKEI','NR/ERN','5160.KL','SOFA','NR/ASIA']"
413,"*INDIA'S REC TO RAISE FUNDS VIA OVER 3-YEAR AND OVER 10-YEAR BONDS, INVITES BIDS BY 11:00 AM ON JAN 7 - DEALERS","['REUTERS','DBT','MMT','IN','CORPD']"
414,*FOREIGN INVESTORS BOUGHT NET $152.54 MLN OF INDIAN SHARES ON JAN 2,"['REUTERS','FRX','MMT','IN','STX','STK']"
415,*FOREIGN INVESTORS BOUGHT NET $202.85 BLN OF INDIAN SHARES SO FAR IN JANUARY,"['REUTERS','FRX','MMT','IN','STX','STK']"
416,*FOREIGN INVESTORS BOUGHT NET $152.54 MLN OF INDIAN SHARES ON JAN 2,"['REUTERS','FRX','MMT','IN','STX','STK']"
417,*FOREIGN INVESTORS BOUGHT NET $202.85 MLN OF INDIAN SHARES SO FAR IN JANUARY,"['REUTERS','FRX','MMT','IN','STX','STK']"
418,*INDIA RUPEE AT 71.80 TO DOLLAR AGAINST 71.37 PREVIOUS CLOSE,"['REUTERS','FRX','DBT','MMT','IN']"
419,*INDIA RUPEE ENDS AT LOWEST LEVEL AGAINST DOLLAR SINCE NOV 20,"['REUTERS','FRX','DBT','MMT','IN']"
420,*INDIA RUPEE POSTS BIGGEST SINGLE SESSION FALL AGAINST DOLLAR SINCE NOV 13,"['REUTERS','FRX','DBT','MMT','IN']"
421,"*INDIA RUPEE FALLS 0.6% THIS WEEK, BIGGEST FALL SINCE WEEK ENDED NOV 15","['REUTERS','FRX','DBT','MMT','IN']"
422,*INDIA BENCHMARK BOND ENDS AT INR99.53 VS INR99.59 PREVIOUS CLOSE,"['REUTERS','DBT','MMT','IN','GVD']"
423,"*INDIA BENCHMARK BOND YIELD ENDS AT 6.51%, UNCHANGED FROM PREVIOUS CLOSE","['REUTERS','DBT','MMT','IN','GVD']"
424,*INDIA'S NCDC TO RAISE FUNDS VIA OVER 2-MONTH CP AT 6.55% COUPON - DEALERS,"['REUTERS','DBT','MMT','IN','CORPD']"
425,*FOREIGN INVESTORS BOUGHT NET PRELIM INR12.63 BLN OF INDIA SHARES TODAY - BSE,"['REUTERS','FRX','DBT','MMT','IN','STK','STX']"
426,*TOTAL TRADED VOLUME IN INDIA GOVT BONDS AT INR527.62 BLN TODAY VS INR340.32 BLN YESTERDAY - CCIL,"['REUTERS','GVD','DBT','MMT','IN']"
427,*STATE-RUN BANKS BOUGHT NET INR61.91 BLN OF INDIA GOVT BONDS TODAY - CCIL,"['REUTERS','GVD','DBT','MMT','IN']"
428,*FOREIGN BANKS SOLD NET INR56.43 BLN OF INDIA GOVT BONDS TODAY - CCIL,"['REUTERS','GVD','DBT','MMT','IN']"
429,*MALAYSIA KLCI OPENS TAD LOWER AT 1611.16,"['NR/SMC','NR/STK','SEA','MY','NIKKEI']"
430,*MALAYSIA KLCI OPENS TAD LOWER AT 1611.16,"['NR/SMC','NR/STK','SEA','MY','NIKKEI','NR/ASIA']"
431,"*HONG LEONG FINANCIAL GROUP FALLS 3.7% TO MYR16.88, TOP PERCENTAGE LOSER IN KLCI ","['1082.KL','NR/STK','SEA','MY','NIKKEI']"
432,"*HONG LEONG FINANCIAL GROUP FALLS 3.7% TO MYR16.88, TOP PERCENTAGE LOSER ON KLCI ","['1082.KL','NR/STK','SEA','MY','NIKKEI','NR/ASIA']"
433,*BURSA MALAYSIA ENERGY INDEX RISES 1.5% AMID US-IRAN TENSIONS,"['OILG','NR/STK','SEA','MY','NIKKEI']"
434,*BURSA MALAYSIA ENERGY INDEX RISES 1.5% AMID US-IRAN TENSIONS,"['OILG','NR/STK','SEA','MY','NIKKEI','NR/ASIA']"
435,*GUOCOLAND (MALAYSIA) RISES 4.2% TO MYR0.75 FOLLOWING NEWS OF LAND DISPOSAL ,"['1503.KL','NR/STK','SEA','MY','NIKKEI']"
436,*MALAYSIA'S HOMERITZ CORPORATION RISES 3% TO MYR0.685 FOLLOWING 1Q RESULTS ,"['5160.KL','NR/STK','SEA','MY','NIKKEI','ISLF']"
437,*GUOCOLAND (MALAYSIA) RISES 4.2% TO MYR0.75 FOLLOWING NEWS OF LAND DISPOSAL ,"['1503.KL','NR/STK','SEA','MY','NIKKEI','NR/ASIA']"
438,*MALAYSIA'S HOMERITZ CORPORATION RISES 3% TO MYR0.685 FOLLOWING 1Q RESULTS ,"['5160.KL','NR/STK','SEA','MY','NIKKEI','ISLF','NR/ASIA']"
439,"*AIA GROUP DROPS 1.1%, TENCENT LOSES 1%, ICBC SHEDS 1.2% IN EARLY HONG KONG TRADING","['1398.HK','1299.HK','NIKKEI','CN','HK','700.HK']"
440,"*AIA GROUP DROPS 1.1%, TENCENT LOSES 1%, ICBC SHEDS 1.2% IN EARLY HONG KONG TRADING","['1398.HK','1299.HK','NIKKEI','CN','HK','700.HK','NR/ASIA']"
441,"*CNOOC RISES 3%, PETROCHINA CLIMBS 2% AS OIL PRICES GAIN AMID GEOPOLITICAL TENSIONS","['857.HK','883.HK','NIKKEI','CN','HK']"
442,"*CNOOC RISES 3%, PETROCHINA CLIMBS 2% AS OIL PRICES GAIN AMID GEOPOLITICAL TENSIONS","['857.HK','883.HK','NIKKEI','CN','HK','NR/ASIA']"
443,*CHINA ALL ACCESS RISES 2.3% AFTER AGREEING TO DISPOSE 30% STAKE IN CHINA ALL ACCESS SCIENCE FOR HK$210 MLN,"['633.HK','NIKKEI','CN','HK']"
444,*CHINA ALL ACCESS RISES 2.3% AFTER AGREEING TO DISPOSE 30% STAKE IN CHINA ALL ACCESS SCIENCE FOR HK$210 MLN,"['633.HK','NIKKEI','CN','HK','NR/ASIA']"
445,"*NEW WORLD SHEDS 1.3%, SUNAC LOSES 1.3%, VANKE DROPS 0.9% IN WEAK BROAD MARKET DESPITE SALES DATA","['2202.HK','17.HK','NIKKEI','CN','HK','1918.HK']"
446,"*NEW WORLD SHEDS 1.3%, SUNAC LOSES 1.3%, VANKE DROPS 0.9% IN WEAK BROAD MARKET DESPITE SALES DATA","['2202.HK','17.HK','NIKKEI','CN','HK','1918.HK','NR/ASIA']"
447,*YINCHANG HEC CHANGJIANG PHARMA GAINS 1% AFTER ENTERING COOPERATION AGREEMENT WITH CR PHARMACEUTICAL COMMERCIAL,"['NIKKEI','CN','HK','1558.HK']"
448,*YINCHANG HEC CHANGJIANG PHARMA GAINS 1% AFTER ENTERING COOPERATION AGREEMENT WITH CR PHARMACEUTICAL COMMERCIAL,"['NIKKEI','CN','HK','1558.HK','NR/ASIA']"
449,*FOREIGN INVESTORS SOLD NET $21.03 MLN OF INDIA DEBT ON JAN 3,"['REUTERS','FRX','DBT','MMT','IN','CORPD','GVD']"
450,*FOREIGN INVESTORS SOLD NET $284.03 MLN OF INDIA DEBT IN JANUARY,"['REUTERS','FRX','DBT','MMT','IN','CORPD','GVD']"
451,*FOREIGN INVESTORS SOLD NET $21.03 MLN OF INDIA DEBT ON JAN 3,"['REUTERS','FRX','DBT','MMT','IN','CORPD','GVD']"
452,*FOREIGN INVESTORS SOLD NET $284.03 MLN OF INDIA DEBT IN JANUARY,"['REUTERS','FRX','DBT','MMT','IN','CORPD','GVD']"
453,"*FOOD CORP OF INDIA TO RAISE FUNDS VIA 10-YEAR GOVT-GUARANTEED BONDS, INVITES BIDS BY 11:00 AM ON JAN 7 - DEALERS","['IN','MMT','DBT','CORPD','REUTERS']"
454,"*FOOD CORP OF INDIA TO RAISE FUNDS VIA 10-YEAR GOVT-GUARANTEED BONDS, INVITES BIDS BY 11:00 AM ON JAN 7 - DEALERS","['IN','MMT','DBT','CORPD','REUTERS']"
455,*MALAYSIA'S LBS BINA GROUP MANAGING DIRECTOR: PLAN TO LAUNCH PROJECTS WORTH MYR2.32 BLN IN 2020,"['SEA','MY','NIKKEI','REDV','5789.KL','ISLF']"
456,*LBS BINA MANAGING DIRECTOR: UNBILLED SALES TOTAL MYR2.243 BLN TO BE BOOKED OVER NEXT THREE YEARS,"['SEA','MY','NIKKEI','REDV','5789.KL','ISLF']"
